Crop_Type,SOC,N_Content,P_Content,K_Content,pH,Fertilizer_Type,Fertilizer_Amount,Temperature,Rainfall,Humidity,Carbon_Footprint
Corn,0.51,200.0,17.2,150.0,7.17,Ammonium Nitrate,388.2,24.9,867.4,67.5,1891.9
Vegetables,0.5,158.4,17.2,150.0,7.81,NPK_15-15-15,231.0,27.3,463.5,52.3,978.1
Vegetables,0.5,185.0,34.0,150.0,7.52,NPK_15-15-15,295.1,27.7,629.3,49.3,1104.4
Vegetables,0.5,124.6,13.4,150.0,7.94,Organic,144.8,26.5,582.9,53.7,747.3
Corn,0.5,185.0,37.6,150.0,7.01,Urea,228.7,28.4,448.2,53.6,1208.8
Vegetables,0.66,190.7,18.7,150.0,7.13,NPK_15-15-15,173.9,24.0,1137.3,62.0,999.6
Wheat,0.5,188.5,13.9,150.0,8.14,NPK_15-15-15,243.4,29.0,599.7,47.0,1032.8
Corn,0.5,105.6,12.3,150.0,8.14,Ammonium Nitrate,217.6,27.8,441.1,57.7,1312.7
Corn,0.5,109.9,20.8,150.0,8.03,Urea,355.4,28.3,537.6,53.6,1558.5
Soybeans,0.5,185.0,22.4,150.0,7.16,Ammonium Nitrate,84.2,21.7,565.3,53.8,679.5
Corn,0.5,141.3,32.7,150.0,7.99,Urea,255.3,24.9,672.0,57.6,1268.4
Soybeans,0.5,195.0,36.1,150.0,7.11,None,0.0,24.3,556.2,45.0,468.7
Rice,0.5,184.9,20.7,150.0,6.54,Urea,192.0,23.4,654.5,77.8,1656.1
Vegetables,0.5,200.0,33.1,150.0,6.97,Organic,215.4,24.0,652.9,56.6,718.0
Vegetables,0.5,200.0,37.0,150.0,7.01,None,0.0,28.0,563.8,51.6,665.8
Corn,0.53,99.2,15.8,150.0,7.24,Urea,394.3,29.2,682.2,52.4,1610.1
Vegetables,0.54,200.0,36.1,150.0,7.4,Organic,331.5,28.3,617.3,61.9,832.2
Vegetables,1.47,31.0,30.0,29.0,5.558807063,NPK_15-15-15,285.1,26.58580443,178.8116076,90.98617591,922.3
Corn,0.54,200.0,33.1,150.0,7.37,Urea,282.8,26.1,559.4,54.4,1376.5
Corn,0.5,116.8,13.7,150.0,7.83,Urea,350.0,29.4,672.1,46.3,1530.1
Rice,0.63,191.5,14.4,150.0,7.43,Urea,235.3,23.4,963.7,65.1,1740.5
Corn,0.57,200.0,23.8,150.0,7.83,Ammonium Nitrate,360.9,23.9,848.7,62.8,1827.2
Corn,0.5,185.0,21.2,150.0,7.21,NPK_15-15-15,234.3,24.6,553.6,49.1,1054.8
Corn,0.5,113.5,20.8,150.0,8.36,Ammonium Nitrate,268.1,25.6,628.7,47.4,1525.3
Vegetables,0.5,130.0,36.1,150.0,6.72,NPK_15-15-15,222.5,29.2,439.2,57.0,967.7
Vegetables,0.5,185.0,30.4,150.0,7.23,Urea,261.5,25.5,640.0,53.6,1262.3
Soybeans,0.5,195.0,29.2,150.0,6.94,None,0.0,25.9,452.6,56.3,468.3
Vegetables,0.5,200.0,30.7,150.0,6.94,NPK_15-15-15,238.9,28.7,534.2,48.4,1051.3
Corn,0.5,195.0,33.4,150.0,7.15,Ammonium Nitrate,313.1,24.5,557.2,44.0,1640.6
Vegetables,0.5,195.0,26.2,150.0,7.2,NPK_15-15-15,143.6,25.2,760.2,50.0,896.2
Rice,0.5,164.8,10.3,150.0,6.63,NPK_15-15-15,169.6,25.4,994.2,61.4,1508.5
Wheat,0.64,153.7,22.1,150.0,7.83,NPK_15-15-15,191.4,28.0,873.9,67.5,954.7
Vegetables,1.59,200.0,16.4,150.0,5.21,Organic,104.2,28.5,2000.0,78.9,763.1
Rice,0.5,130.7,16.8,150.0,7.59,Urea,176.6,29.0,731.0,41.5,1569.7
Corn,0.74,174.7,13.6,150.0,6.38,Urea,422.7,25.5,799.3,61.2,1688.3
Corn,0.5,200.0,48.9,150.0,6.93,NPK_15-15-15,304.4,25.5,599.4,51.4,1158.7
Vegetables,0.5,185.0,30.7,150.0,6.94,NPK_15-15-15,149.1,26.9,554.4,44.7,852.2
Rice,1.24,200.0,6.4,125.2,4.93,Urea,406.8,26.5,2000.0,80.8,2177.3
Vegetables,0.78,200.0,6.4,131.1,5.03,Organic,126.1,29.0,2000.0,75.4,853.0
Rice,0.79,157.2,15.2,150.0,7.62,Urea,314.9,24.5,1237.7,70.4,1965.8
Corn,0.5,150.0,37.0,150.0,7.23,Urea,199.6,26.1,446.3,42.7,1161.4
Rice,0.5,134.5,19.6,150.0,8.5,Urea,355.4,22.3,555.5,50.4,1972.8
Soybeans,0.5,200.0,21.2,150.0,7.09,None,0.0,23.9,708.4,59.0,460.6
Soybeans,0.58,200.0,31.9,150.0,7.07,Organic,4.2,25.8,532.7,50.5,423.6
Corn,0.5,200.0,34.9,150.0,7.04,Urea,417.4,22.9,560.7,64.5,1633.8
Soybeans,0.5,200.0,20.3,150.0,6.53,None,0.0,24.5,624.2,58.8,481.2
Soybeans,0.54,194.4,19.9,150.0,7.24,None,0.0,23.6,902.9,67.1,496.5
Vegetables,1.93,13.0,22.0,5.0,7.764040111,Organic,103.3,19.667056,100.1737964,90.50096668,476.4
Soybeans,0.5,200.0,21.2,150.0,7.03,NPK_15-15-15,36.6,24.2,711.0,58.2,519.1
Corn,0.5,165.0,32.8,150.0,7.1,Urea,349.5,24.7,407.5,60.6,1459.2
Wheat,0.5,115.5,16.6,150.0,8.49,Ammonium Nitrate,295.9,27.3,592.4,46.5,1502.8
Vegetables,0.5,200.0,31.9,150.0,6.59,NPK_15-15-15,206.5,27.4,538.6,63.6,1023.9
Corn,0.5,160.0,30.1,150.0,7.25,Urea,259.0,23.7,489.8,48.8,1327.4
Rice,0.5,141.5,32.2,150.0,7.82,Ammonium Nitrate,357.2,32.4,685.8,49.4,2217.7
Vegetables,0.65,200.0,25.1,150.0,6.95,Organic,222.6,23.0,1399.5,84.3,846.9
Corn,0.5,107.4,14.1,150.0,8.2,NPK_15-15-15,353.7,26.2,643.1,48.4,1235.8
Vegetables,0.5,200.0,31.9,150.0,7.04,Organic,284.1,23.9,602.6,55.7,785.6
Corn,0.5,180.0,28.0,150.0,7.14,Ammonium Nitrate,393.2,27.1,502.0,56.1,1906.8
Wheat,0.69,200.0,21.2,150.0,7.51,Organic,289.3,27.9,683.0,58.9,807.7
Vegetables,0.5,128.8,27.0,150.0,8.04,NPK_15-15-15,161.6,26.1,505.2,55.9,896.5
Corn,0.5,103.1,11.5,150.0,8.07,Urea,222.0,28.6,647.9,56.8,1258.1
Vegetables,0.5,195.0,33.4,150.0,7.19,NPK_15-15-15,312.4,23.3,640.3,58.0,1155.7
Vegetables,0.53,132.9,15.0,150.0,6.52,Ammonium Nitrate,215.5,21.8,752.4,79.4,1317.1
Vegetables,0.7,200.0,21.1,150.0,7.23,NPK_15-15-15,124.5,25.0,1387.6,76.7,945.3
Vegetables,2.02,112.0,87.0,48.0,6.200111067999999,None,0.0,27.19711623,99.46950465,77.39706290000002,448.6
Wheat,0.5,150.5,12.2,150.0,8.5,NPK_15-15-15,178.0,25.2,694.3,56.2,926.1
Soybeans,0.5,200.0,18.2,150.0,7.17,Organic,54.4,27.2,562.3,51.9,517.4
Rice,0.5,116.1,15.4,150.0,7.87,Urea,382.4,25.9,470.1,55.0,1989.9
Vegetables,0.5,200.0,36.1,150.0,6.44,NPK_15-15-15,249.1,27.7,500.7,58.2,1077.3
Soybeans,0.53,200.0,24.3,150.0,7.25,Ammonium Nitrate,40.5,26.1,835.2,68.3,647.5
Soybeans,0.5,185.0,33.4,150.0,7.24,Organic,48.8,24.6,638.9,47.9,480.7
Rice,0.5,130.4,8.9,150.0,8.18,Organic,420.1,29.9,652.7,51.0,1300.9
Soybeans,2.62,4.0,61.0,21.0,6.75020529,NPK_15-15-15,13.2,24.84063998,48.77790371,60.09116626,35.2
Vegetables,2.43,84.0,38.0,43.0,7.26158085,Organic,219.3,26.57421679,159.3223075,73.81994896,426.2
Rice,0.5,107.7,15.9,150.0,8.05,Ammonium Nitrate,220.2,29.3,413.5,45.9,1764.0
Corn,0.5,174.3,17.1,150.0,8.5,Ammonium Nitrate,209.1,26.1,562.2,57.3,1401.5
Soybeans,0.59,160.2,18.3,150.0,7.08,Organic,76.0,23.2,1019.0,77.4,566.1
Vegetables,0.5,185.0,22.4,150.0,7.13,Urea,134.1,26.8,534.3,59.5,981.9
Vegetables,1.28,200.0,16.3,112.8,5.39,Organic,294.9,26.6,2000.0,84.6,884.6
Soybeans,0.59,168.7,17.7,150.0,7.68,None,0.0,22.0,882.6,66.5,508.3
Corn,0.5,149.2,12.3,150.0,8.5,NPK_15-15-15,239.2,29.5,727.6,49.9,1113.7
Corn,0.5,185.0,31.3,150.0,7.07,Ammonium Nitrate,293.2,22.6,540.0,47.6,1518.6
Vegetables,0.5,71.4,17.5,150.0,7.47,Organic,161.5,28.8,713.0,51.7,712.8
Vegetables,0.5,121.0,21.3,150.0,8.18,Organic,182.6,29.5,725.6,49.3,777.9
Rice,1.23,200.0,13.1,126.4,4.95,Urea,201.6,27.0,2000.0,79.0,1708.2
Vegetables,0.5,200.0,34.9,150.0,7.3,Organic,288.9,24.4,635.8,67.1,836.5
Vegetables,0.5,135.0,14.4,150.0,6.58,Organic,119.4,26.8,667.8,64.1,740.8
Vegetables,0.5,200.0,25.6,150.0,7.09,Organic,124.1,25.2,464.8,54.3,710.9
Soybeans,0.5,185.0,33.1,150.0,7.03,NPK_15-15-15,5.5,26.5,436.4,40.3,418.3
Rice,0.5,157.5,14.6,150.0,5.87,NPK_15-15-15,153.1,27.9,671.5,60.9,1411.8
Wheat,0.73,187.1,21.3,150.0,7.2,Urea,172.5,23.7,931.5,70.0,1036.7
Soybeans,0.5,185.0,25.6,150.0,7.17,None,0.0,25.1,656.3,47.2,495.1
Soybeans,0.5,176.0,22.0,90.0,7.97,None,0.0,24.2,516.6,55.7,525.5
Corn,0.57,199.3,34.4,150.0,8.02,None,0.0,24.3,933.8,65.7,740.8
Vegetables,0.57,165.3,10.4,150.0,6.43,NPK_15-15-15,161.7,26.9,737.5,53.0,910.7
Soybeans,0.5,200.0,26.2,150.0,7.1,Organic,70.8,24.9,722.1,50.2,521.9
Corn,0.5,103.0,21.9,150.0,7.6,Urea,423.0,27.1,520.7,44.4,1662.6
Soybeans,0.5,200.0,30.1,150.0,7.21,Organic,38.1,23.9,599.0,62.0,510.2
Corn,0.5,118.9,12.8,150.0,8.16,Ammonium Nitrate,339.9,27.2,615.3,55.8,1741.3
Soybeans,0.5,200.0,33.1,150.0,7.08,NPK_15-15-15,12.0,26.3,478.7,53.6,478.5
Corn,0.5,121.9,22.5,150.0,8.34,Ammonium Nitrate,416.3,28.7,520.3,50.8,1898.1
Rice,1.09,200.0,9.1,111.2,5.0,Ammonium Nitrate,156.5,26.7,2000.0,81.0,1755.1
Soybeans,0.5,200.0,21.2,150.0,7.29,Organic,41.2,26.5,653.3,59.6,539.4
Corn,0.5,160.9,14.4,150.0,7.97,Urea,357.4,26.5,661.6,51.5,1544.3
Vegetables,0.5,195.0,31.3,150.0,7.22,NPK_15-15-15,262.4,27.1,437.8,50.0,1066.7
Vegetables,0.53,131.1,11.8,150.0,7.69,Ammonium Nitrate,280.7,28.2,587.7,53.8,1439.0
Soybeans,2.83,16.0,70.0,20.0,5.6093956,None,0.0,24.80467592,121.5639121,40.1242747,-46.5
Corn,0.52,162.3,13.7,147.7,6.46,Urea,204.6,21.8,625.4,59.6,1157.8
Rice,0.5,175.5,18.3,150.0,6.65,NPK_15-15-15,448.0,23.2,909.1,67.8,1911.6
Soybeans,0.5,200.0,33.1,150.0,7.42,Organic,93.0,28.1,631.3,57.8,520.1
Corn,0.5,98.4,11.2,150.0,8.19,Ammonium Nitrate,436.1,27.3,554.8,53.8,1941.3
Vegetables,0.5,141.1,18.5,150.0,5.45,Urea,101.2,24.3,645.3,60.3,928.1
Vegetables,0.5,151.3,20.3,150.0,7.74,Ammonium Nitrate,181.3,30.4,555.9,53.1,1209.7
Vegetables,0.5,195.0,34.6,150.0,7.16,Organic,286.8,23.5,563.6,63.6,751.1
Corn,0.5,200.0,34.7,150.0,7.61,NPK_15-15-15,333.7,24.9,836.0,63.6,1233.4
Soybeans,0.5,200.0,24.2,150.0,7.05,Organic,11.2,26.7,601.5,67.8,558.6
Vegetables,0.5,111.7,25.4,150.0,7.87,NPK_15-15-15,159.1,29.1,603.4,49.8,900.3
Rice,1.18,200.0,6.2,113.0,5.4,Urea,323.4,26.9,2000.0,84.3,2025.1
Vegetables,0.5,195.0,36.1,150.0,6.45,NPK_15-15-15,264.5,24.6,582.9,53.2,1034.5
Corn,0.5,200.0,31.6,150.0,6.87,Ammonium Nitrate,322.9,24.2,543.8,61.9,1676.3
Corn,0.5,173.2,19.7,150.0,7.53,Urea,306.3,25.3,1053.3,84.5,1506.4
Vegetables,0.52,200.0,23.6,150.0,7.13,Organic,116.2,26.8,703.2,57.2,727.4
Corn,0.5,180.0,31.0,150.0,7.17,Organic,208.6,24.9,446.3,57.9,719.7
Corn,0.69,186.1,16.5,150.0,6.8,NPK_15-15-15,244.7,24.7,896.2,59.3,1092.4
Vegetables,0.5,143.5,16.8,150.0,8.02,Ammonium Nitrate,190.9,25.0,582.0,59.8,1220.5
Vegetables,2.53,39.0,58.0,85.0,5.9969320370000005,Organic,314.7,17.88776475,68.54932919,15.40589717,228.4
Soybeans,0.5,175.0,21.2,150.0,7.01,Organic,22.2,24.1,561.3,53.1,472.5
Rice,0.62,165.2,23.3,150.0,7.58,Ammonium Nitrate,387.0,23.2,1120.3,74.7,2332.3
Vegetables,1.97,118.0,18.0,32.0,6.351823783,Organic,122.3,27.6496114,122.8392822,51.11044023,477.2
Rice,0.5,110.5,20.4,150.0,7.93,Ammonium Nitrate,371.4,25.3,567.7,51.2,2261.2
Rice,0.5,125.2,18.5,150.0,7.98,NPK_15-15-15,191.7,29.3,629.6,46.2,1450.3
Vegetables,0.5,110.9,19.1,150.0,8.11,NPK_15-15-15,147.7,28.5,531.6,48.5,843.5
Corn,0.5,108.0,22.1,150.0,7.83,NPK_15-15-15,258.9,28.7,388.6,55.3,1033.5
Wheat,0.61,132.2,5.0,150.0,7.33,Organic,152.3,21.5,629.7,72.5,660.3
Vegetables,1.47,200.0,11.6,129.2,5.42,NPK_15-15-15,193.6,28.4,2000.0,81.5,1070.2
Soybeans,0.5,200.0,31.3,150.0,7.25,None,0.0,27.6,587.9,55.6,494.5
Vegetables,0.58,200.0,36.1,150.0,7.07,NPK_15-15-15,172.8,28.2,577.5,59.3,948.4
Corn,0.5,195.0,36.1,150.0,6.44,NPK_15-15-15,384.5,25.0,484.5,55.1,1272.0
Vegetables,0.5,200.0,22.1,150.0,6.91,Organic,258.7,25.0,736.0,60.1,821.3
Vegetables,0.5,161.5,19.0,150.0,6.7,Organic,336.6,23.9,782.0,68.8,793.2
Corn,0.5,126.9,16.3,150.0,8.39,Urea,284.9,22.0,476.7,42.6,1338.7
Corn,0.5,200.0,25.4,150.0,6.92,Urea,273.7,27.7,376.5,46.8,1288.3
Rice,0.5,108.1,21.9,150.0,7.95,Ammonium Nitrate,237.6,28.9,489.0,47.8,1809.2
Vegetables,0.64,155.9,15.0,150.0,6.61,Organic,182.9,22.7,804.1,67.5,730.3
Rice,0.6,178.8,6.5,150.0,6.28,NPK_15-15-15,208.3,20.3,596.9,59.4,1468.8
Soybeans,0.5,130.0,33.1,150.0,7.43,None,0.0,28.2,708.9,46.4,451.9
Vegetables,0.5,200.0,19.5,150.0,6.39,Urea,223.5,25.7,952.1,67.4,1220.9
Vegetables,0.52,136.6,11.4,150.0,6.71,NPK_15-15-15,154.0,26.5,772.3,55.1,879.7
Rice,0.5,172.6,5.5,150.0,6.61,Ammonium Nitrate,403.3,25.7,638.6,68.3,2373.9
Vegetables,0.54,200.0,21.6,150.0,7.98,Organic,243.7,22.4,1322.4,75.6,918.2
Vegetables,0.5,200.0,25.1,150.0,6.45,NPK_15-15-15,349.7,27.3,573.7,49.1,1192.9
Rice,0.5,110.6,19.4,150.0,8.3,NPK_15-15-15,278.8,29.0,618.5,54.8,1573.0
Corn,0.5,185.0,30.1,150.0,7.07,Urea,426.1,27.9,595.2,58.1,1693.8
Corn,0.5,160.0,20.0,150.0,6.79,Ammonium Nitrate,310.5,26.7,739.0,60.8,1585.2
Vegetables,1.42,200.0,7.1,145.9,4.77,Organic,263.8,25.7,2000.0,64.5,831.1
Corn,0.5,142.1,12.5,150.0,7.91,Urea,358.3,25.1,575.3,47.6,1488.7
Soybeans,0.5,180.0,33.1,150.0,7.17,Organic,87.5,26.5,620.5,53.1,505.9
Rice,0.5,143.5,8.2,150.0,7.86,Ammonium Nitrate,434.6,27.5,671.3,49.7,2419.3
Wheat,0.52,96.1,19.7,150.0,8.43,Urea,279.3,25.3,523.0,53.4,1222.4
Rice,0.51,159.4,23.8,150.0,7.16,Urea,449.8,22.3,643.1,62.9,2203.5
Soybeans,0.5,200.0,20.3,150.0,7.2,Organic,86.9,25.7,570.5,71.7,557.9
Vegetables,0.5,185.0,24.2,150.0,7.4,NPK_15-15-15,349.2,26.5,457.4,47.1,1135.7
Soybeans,0.5,195.0,28.3,150.0,7.21,Organic,73.6,23.9,639.7,68.4,568.3
Corn,0.5,159.8,22.1,150.0,8.14,Urea,400.8,27.6,723.8,47.9,1651.2
Wheat,0.5,129.7,18.6,150.0,7.98,NPK_15-15-15,125.5,28.4,585.1,44.8,783.7
Vegetables,0.52,137.6,17.6,150.0,8.38,Ammonium Nitrate,117.3,25.7,635.0,56.0,1000.4
Vegetables,0.51,182.4,20.0,150.0,6.89,NPK_15-15-15,325.9,24.5,735.7,69.8,1194.8
Vegetables,0.5,165.0,25.6,150.0,7.13,NPK_15-15-15,319.3,25.8,754.3,60.0,1198.1
Corn,0.51,200.0,32.5,150.0,6.68,Urea,254.9,27.0,536.0,61.0,1332.9
Vegetables,0.5,200.0,33.1,150.0,7.23,NPK_15-15-15,243.2,26.6,427.9,45.0,998.8
Corn,0.5,145.0,16.8,150.0,8.14,None,0.0,29.6,678.7,54.8,762.4
Vegetables,1.62,40.0,140.0,195.0,6.2943956760000015,Ammonium Nitrate,132.6,14.97846952,71.63437433,80.49979873,842.7
Soybeans,0.5,200.0,20.6,150.0,7.17,Organic,0.9,27.2,534.9,54.2,532.6
Rice,0.5,158.6,18.1,150.0,8.23,NPK_15-15-15,150.7,31.1,361.7,51.1,1387.9
Rice,0.63,195.9,28.6,150.0,7.47,NPK_15-15-15,235.7,23.2,1282.7,77.1,1623.4
Corn,0.5,158.3,12.1,150.0,8.13,Urea,283.0,27.9,620.0,53.6,1413.5
Vegetables,0.5,200.0,25.6,150.0,7.37,Organic,292.5,23.7,540.6,54.9,768.7
Vegetables,0.52,200.0,23.6,150.0,7.09,Urea,278.3,25.7,578.5,49.7,1296.3
Vegetables,2.61,102.0,11.0,47.0,6.504906978999999,Organic,290.0,27.98780984,27.14509034,92.78226196,477.3
Corn,0.51,200.0,20.0,150.0,7.46,Ammonium Nitrate,305.6,27.3,478.9,58.6,1607.6
Vegetables,0.5,171.7,16.7,150.0,7.98,NPK_15-15-15,163.1,30.7,623.2,56.1,959.6
Corn,0.5,185.0,31.9,150.0,7.38,Urea,430.6,25.5,622.6,52.3,1711.6
Vegetables,0.54,147.0,19.5,150.0,6.78,NPK_15-15-15,321.6,24.8,652.9,73.3,1136.0
Vegetables,1.19,200.0,10.2,94.2,5.18,NPK_15-15-15,341.7,28.6,2000.0,72.9,1287.6
Soybeans,0.5,92.0,20.0,150.0,7.53,NPK_15-15-15,31.0,25.5,634.2,55.7,490.0
Soybeans,0.5,200.0,34.3,150.0,7.32,Organic,34.7,27.6,655.1,49.9,500.5
Soybeans,0.5,200.0,30.4,150.0,7.4,None,0.0,27.8,641.6,61.3,553.7
Vegetables,0.5,171.7,24.5,150.0,7.89,Ammonium Nitrate,267.3,23.2,493.6,54.0,1457.5
Vegetables,0.51,191.4,15.9,150.0,6.29,Ammonium Nitrate,288.0,27.8,728.6,57.6,1491.5
Corn,0.5,185.0,20.0,150.0,6.4,Urea,184.8,22.6,633.1,67.3,1099.9
Vegetables,0.6,200.0,16.2,150.0,7.11,NPK_15-15-15,246.7,22.8,775.7,70.1,1041.5
Vegetables,0.5,190.0,30.7,150.0,7.08,Organic,323.5,27.8,604.1,55.0,874.8
Corn,0.5,105.0,15.6,150.0,8.32,Urea,341.3,26.1,466.9,42.8,1463.0
Soybeans,0.51,200.0,19.1,150.0,7.17,None,0.0,21.2,544.5,61.0,468.6
Vegetables,1.91,25.0,78.0,76.0,7.228963452,None,0.0,17.48042641,66.96980581,15.7559405,190.6
Soybeans,0.67,200.0,27.8,150.0,7.05,Organic,73.6,23.4,745.1,62.9,500.2
Soybeans,0.74,165.8,13.2,150.0,7.66,Organic,82.8,25.0,735.8,65.7,475.3
Soybeans,0.5,200.0,33.4,150.0,7.09,None,0.0,24.3,627.3,45.0,424.6
Soybeans,0.5,200.0,25.1,150.0,6.57,None,0.0,27.5,533.9,59.9,449.5
Rice,0.7,167.1,28.8,150.0,7.25,Urea,425.6,26.4,674.0,58.2,2141.0
Vegetables,0.55,98.2,15.4,150.0,7.92,NPK_15-15-15,264.0,27.2,523.8,54.2,1053.0
Corn,0.5,200.0,36.7,150.0,7.23,Urea,222.3,26.1,615.6,60.6,1259.4
Soybeans,0.53,134.0,18.1,150.0,7.58,Organic,41.9,28.6,577.4,57.4,466.7
Rice,0.5,141.8,16.6,150.0,8.5,NPK_15-15-15,328.2,28.5,577.7,46.6,1708.7
Corn,0.5,102.7,7.8,150.0,7.92,Urea,357.8,29.4,588.3,50.2,1528.7
Rice,0.55,164.4,19.6,150.0,6.68,NPK_15-15-15,420.2,25.6,796.8,58.2,1814.4
Soybeans,3.34,27.0,60.0,17.0,7.026795358999999,Organic,44.2,26.41768321,64.42177127,63.64698302,-61.5
Rice,0.5,108.7,18.3,150.0,7.41,Urea,418.5,26.4,705.2,57.5,2138.6
Vegetables,0.5,180.0,36.1,150.0,7.21,NPK_15-15-15,300.2,25.0,469.7,57.4,1098.1
Corn,0.5,156.7,25.9,150.0,8.22,Urea,250.8,28.3,624.7,58.8,1323.4
Vegetables,1.78,135.0,43.0,16.0,6.720449769,Organic,147.8,23.47986888,86.76287924,81.73049149,482.9
Vegetables,0.5,200.0,31.3,150.0,7.2,Organic,228.1,22.6,748.0,60.9,798.1
Soybeans,2.93,39.0,36.0,22.0,9.072011412,NPK_15-15-15,10.6,29.34317422,34.03335472,60.50320928,143.0
Vegetables,0.5,185.0,31.3,150.0,6.92,Organic,145.0,25.3,519.5,59.0,725.9
Soybeans,3.6,33.0,60.0,15.0,6.510840928,None,0.0,28.95172351,56.51103293,81.67085323,-44.5
Vegetables,0.53,89.0,14.9,150.0,6.58,Ammonium Nitrate,172.2,23.0,729.9,52.9,1102.2
Rice,0.5,200.0,30.4,150.0,7.59,Urea,401.6,21.5,968.3,71.8,2190.6
Soybeans,0.5,150.0,36.1,150.0,7.02,Organic,44.7,27.3,576.9,49.7,461.7
Vegetables,0.5,200.0,28.0,150.0,7.37,NPK_15-15-15,209.2,23.9,490.3,56.1,994.0
Soybeans,0.5,95.6,13.0,150.0,7.7,None,0.0,26.8,640.7,46.2,415.3
Corn,0.55,200.0,31.6,150.0,7.12,Urea,266.4,24.6,680.0,63.6,1406.7
Soybeans,0.5,200.0,35.5,150.0,6.73,Organic,91.6,28.5,566.5,57.9,522.8
Wheat,0.5,132.6,17.7,150.0,8.3,Organic,253.6,24.9,640.3,48.2,746.3
Soybeans,0.68,200.0,35.1,150.0,7.05,Ammonium Nitrate,47.6,24.2,936.3,58.2,630.1
Corn,0.5,162.4,21.0,150.0,8.11,NPK_15-15-15,261.9,25.3,650.5,44.1,1126.3
Wheat,0.63,177.6,25.3,150.0,7.93,Urea,152.6,27.3,789.1,87.8,1079.8
Wheat,0.5,115.4,15.2,150.0,7.93,Urea,221.5,27.3,572.3,35.7,1091.5
Wheat,0.53,200.0,19.1,150.0,7.47,NPK_15-15-15,247.1,24.6,822.3,66.7,1032.4
Corn,0.5,118.7,25.9,150.0,7.85,NPK_15-15-15,417.3,26.6,606.5,60.6,1382.0
Rice,0.6,200.0,20.5,150.0,6.86,Urea,288.7,22.1,764.7,71.8,1874.9
Vegetables,0.5,200.0,21.9,150.0,6.17,NPK_15-15-15,332.9,24.7,719.6,66.7,1175.4
Vegetables,0.52,200.0,18.8,150.0,6.48,Organic,336.4,24.3,524.5,73.4,817.9
Vegetables,0.51,200.0,21.2,150.0,7.26,NPK_15-15-15,280.0,24.4,530.8,52.3,1110.5
Soybeans,0.5,165.0,33.1,150.0,7.2,NPK_15-15-15,52.9,26.8,469.2,53.3,523.8
Vegetables,0.5,185.0,20.3,150.0,7.13,NPK_15-15-15,257.4,24.9,538.3,49.0,1030.6
Wheat,0.51,200.0,19.2,150.0,7.15,Ammonium Nitrate,136.8,26.2,675.3,60.2,1046.7
Soybeans,0.5,185.0,33.1,150.0,7.08,None,0.0,25.4,601.7,60.0,449.4
Vegetables,0.52,200.0,25.1,150.0,7.02,Ammonium Nitrate,214.5,22.8,499.6,65.3,1301.7
Corn,0.52,200.0,30.7,150.0,7.09,Ammonium Nitrate,252.4,24.0,546.5,58.1,1460.6
Soybeans,0.66,185.6,24.8,150.0,8.28,None,0.0,23.5,725.7,70.3,515.1
Corn,0.5,185.0,20.6,150.0,7.01,Urea,221.0,26.4,519.5,58.0,1206.5
Vegetables,1.7,31.0,130.0,198.0,5.554823557000001,NPK_15-15-15,270.7,21.80129837,120.05866709999998,92.73446667,846.5
Corn,0.5,141.6,24.4,150.0,6.5,Urea,305.4,25.6,719.4,73.0,1430.7
Vegetables,0.85,200.0,23.1,150.0,7.48,Organic,253.3,23.5,1116.4,72.4,794.6
Vegetables,5.0,200.0,23.6,150.0,6.79,NPK_15-15-15,345.7,25.7,692.7,57.9,550.2
Vegetables,0.96,200.0,10.3,150.0,5.47,NPK_15-15-15,264.3,28.0,2000.0,84.7,1232.8
Corn,0.5,115.4,14.3,150.0,8.05,Organic,227.1,25.8,600.3,52.8,816.7
Soybeans,0.5,184.7,26.8,150.0,6.9,None,0.0,21.4,1039.5,75.0,490.7
Wheat,0.68,146.8,21.8,150.0,7.35,Urea,124.2,25.7,742.8,64.3,902.5
Vegetables,0.5,200.0,35.5,150.0,7.39,NPK_15-15-15,146.7,23.3,545.4,58.0,905.6
Soybeans,0.69,182.2,24.2,150.0,7.39,NPK_15-15-15,46.7,25.2,677.0,64.4,521.6
Rice,0.5,140.2,9.2,150.0,8.43,Ammonium Nitrate,329.0,29.2,584.5,49.1,2118.1
Vegetables,0.5,132.0,25.3,150.0,6.8,NPK_15-15-15,141.3,25.1,806.3,74.5,882.3
Soybeans,0.5,175.0,25.6,150.0,7.32,NPK_15-15-15,4.9,27.3,595.7,54.5,502.8
Rice,0.5,124.6,23.1,150.0,8.08,Urea,367.1,26.4,655.6,45.4,1999.6
Rice,0.5,143.0,18.0,150.0,7.24,Urea,347.8,21.5,685.6,46.1,1902.8
Corn,0.5,200.0,20.0,150.0,7.11,None,0.0,27.3,406.2,57.0,705.0
Corn,0.5,175.0,20.6,150.0,7.36,NPK_15-15-15,403.7,26.9,574.0,64.5,1323.1
Corn,0.56,130.1,14.6,150.0,7.86,Ammonium Nitrate,290.4,30.2,612.9,43.0,1538.9
Corn,0.5,94.9,9.4,150.0,8.41,Ammonium Nitrate,438.7,26.5,604.7,50.2,2010.6
Vegetables,1.84,109.0,26.0,45.0,6.224535448999998,Urea,202.3,28.27973674,21.58992507,90.38971208,934.8
Vegetables,0.5,110.5,11.3,150.0,6.9,NPK_15-15-15,193.3,24.9,721.6,71.2,949.9
