Crop_Type,SOC,N_Content,P_Content,K_Content,pH,Fertilizer_Type,Fertilizer_Amount,Temperature,Rainfall,Humidity,Carbon_Footprint
Rice,2.35,89.6,40.2,74.5,6.56,Urea,404.5,29.2,980.7,57.2,2072.7
Corn,1.57,71.4,37.6,63.0,5.5,Ammonium Nitrate,384.8,22.3,1064.1,62.2,1449.8
Wheat,2.36,39.6,62.8,62.4,5.88,NPK_15-15-15,112.2,28.1,333.0,55.9,258.4
Soybeans,2.75,130.8,12.1,75.5,6.86,NPK_15-15-15,28.6,21.8,1363.4,57.8,115.1
Rice,2.97,66.2,60.4,80.8,8.22,Urea,401.8,23.0,815.2,60.2,1958.0
Wheat,1.22,65.6,30.7,66.3,6.73,Ammonium Nitrate,116.7,32.6,1208.8,51.9,672.9
Rice,3.96,79.0,43.6,87.4,5.76,Urea,316.9,22.0,1112.4,61.8,1636.5
Soybeans,2.81,118.3,30.1,78.2,6.14,NPK_15-15-15,4.0,21.7,1203.4,65.7,79.4
Corn,2.2,33.0,24.5,29.2,6.42,Urea,304.5,13.8,483.3,60.2,934.3
Vegetables,3.07,81.9,42.3,36.9,6.16,Organic,327.1,27.1,527.8,37.4,129.8
Rice,4.09,127.2,50.6,88.6,7.03,Ammonium Nitrate,291.4,19.8,1636.9,63.1,1789.9
Rice,1.05,78.2,42.1,60.1,6.55,Ammonium Nitrate,227.4,24.3,318.2,64.4,1863.0
Corn,2.02,44.1,26.9,68.3,7.04,Urea,180.7,21.9,465.8,87.8,725.9
Corn,0.5,59.5,89.2,87.8,6.18,Urea,228.2,21.2,865.1,65.3,1045.6
Wheat,2.35,80.2,53.0,64.9,7.33,Ammonium Nitrate,142.5,22.9,865.7,76.2,613.7
Rice,2.49,108.3,49.0,65.7,6.28,Urea,334.9,23.3,661.0,59.9,1829.5
Soybeans,2.17,66.5,29.7,47.6,5.72,Organic,6.0,29.6,1065.6,80.6,136.4
Corn,1.68,95.7,25.6,72.4,7.92,NPK_15-15-15,343.7,31.4,1165.7,53.7,822.6
Rice,0.56,39.1,30.8,76.7,5.12,Urea,445.0,26.9,843.6,71.1,2391.4
Rice,2.5,38.9,51.2,53.4,5.88,Urea,313.5,30.1,756.0,75.1,1806.8
Corn,3.36,62.9,20.1,46.6,5.96,Urea,268.9,27.9,842.2,73.3,731.7
Corn,1.73,111.0,19.0,117.5,8.16,Urea,360.4,26.1,675.9,90.0,1277.0
Rice,2.55,76.7,43.1,63.1,7.66,Urea,445.9,31.1,255.6,58.0,2121.9
Wheat,0.95,82.2,39.8,51.3,7.45,NPK_15-15-15,283.5,16.7,955.3,82.0,660.8
Rice,2.57,82.0,23.4,79.1,6.17,Urea,245.6,19.9,1118.0,78.9,1617.8
Wheat,1.89,102.7,18.6,64.0,8.1,Ammonium Nitrate,267.7,19.2,796.1,65.6,1063.6
Wheat,1.59,59.7,56.6,43.3,6.66,Urea,289.3,21.9,200.0,87.1,940.9
Corn,1.59,92.2,40.4,74.7,7.08,Urea,420.3,27.1,649.9,63.2,1337.2
Wheat,1.89,54.2,14.5,47.9,6.53,Ammonium Nitrate,205.2,17.7,1167.0,65.3,851.5
Vegetables,2.51,124.6,15.6,96.5,6.37,None,0.0,26.1,346.6,64.9,170.4
Wheat,1.15,55.0,29.6,74.9,6.22,NPK_15-15-15,280.8,20.4,1093.6,49.7,639.1
Wheat,1.88,52.9,46.0,59.5,6.25,Ammonium Nitrate,291.3,21.7,694.1,74.1,1067.8
Rice,2.17,88.7,43.9,67.2,6.83,NPK_15-15-15,395.8,24.5,843.4,72.3,1533.0
Soybeans,1.32,77.0,52.0,83.1,6.66,None,0.0,32.2,609.9,63.7,224.2
Soybeans,3.64,83.2,12.6,68.7,6.38,None,0.0,19.8,452.5,86.2,-31.0
Wheat,1.52,80.7,38.4,107.4,7.46,Ammonium Nitrate,245.3,23.1,1352.0,59.8,1020.0
Vegetables,1.66,47.7,56.4,87.7,4.5,NPK_15-15-15,276.7,17.9,1135.5,44.2,679.3
Corn,1.42,115.3,55.0,74.8,6.76,Urea,351.4,19.7,1075.7,87.8,1263.5
Corn,3.64,97.3,40.4,46.3,6.9,Ammonium Nitrate,422.6,17.8,1168.0,77.1,1335.6
Soybeans,2.64,109.0,70.2,62.1,7.2,Organic,59.7,24.8,1026.0,72.5,139.1
Soybeans,1.45,61.8,44.1,74.6,6.35,Organic,86.3,25.7,1180.4,60.9,258.2
Corn,3.08,85.4,50.6,48.5,6.55,Urea,422.9,27.1,617.6,69.1,1191.0
Rice,2.36,79.9,35.7,90.9,7.09,NPK_15-15-15,206.8,19.6,1332.2,49.9,1267.0
Corn,2.41,103.2,23.3,45.5,7.44,Organic,268.1,26.1,1301.0,62.3,395.5
Rice,1.92,104.0,21.9,52.3,6.19,Urea,245.7,24.1,983.2,54.2,1698.0
Soybeans,1.6,79.8,37.7,53.8,6.59,None,0.0,23.2,749.2,68.1,136.5
Wheat,2.47,37.1,31.8,79.9,7.58,NPK_15-15-15,283.4,17.0,421.8,76.1,451.9
Rice,1.76,119.5,8.5,48.9,4.91,Urea,174.7,24.3,930.0,52.4,1611.2
Rice,3.65,88.9,19.6,29.0,5.92,Ammonium Nitrate,294.9,24.5,1439.7,73.7,1810.6
Corn,1.18,59.8,30.2,86.8,7.43,Ammonium Nitrate,326.5,24.0,443.7,67.4,1303.9
Rice,3.43,85.2,45.9,56.1,7.16,Urea,151.4,25.6,1206.3,73.2,1372.9
Wheat,2.11,37.2,34.8,43.6,6.77,Ammonium Nitrate,124.1,27.1,685.0,62.1,561.2
Vegetables,2.44,101.4,33.9,49.9,6.09,Organic,330.4,17.8,714.9,73.4,280.7
Soybeans,2.87,38.2,20.2,99.3,5.78,None,0.0,22.4,438.6,56.7,-4.5
Corn,1.7,69.5,35.3,51.9,5.99,Urea,219.8,26.2,586.6,44.8,908.0
Vegetables,2.89,81.1,54.8,62.5,7.48,NPK_15-15-15,281.9,22.1,1076.4,47.6,460.6
Soybeans,0.5,101.0,37.3,56.1,5.96,None,0.0,28.5,1119.9,59.0,354.8
Soybeans,1.62,77.7,12.4,40.3,6.47,None,0.0,24.0,932.6,45.6,139.5
Wheat,1.46,90.9,16.2,50.1,5.87,Urea,299.1,13.3,674.7,83.6,893.2
Rice,1.2,74.3,43.8,39.0,6.99,Urea,402.0,27.9,463.8,64.0,2112.2
Rice,2.03,74.2,31.6,84.1,6.02,Ammonium Nitrate,353.5,22.9,871.6,76.0,2137.3
Corn,2.51,77.1,33.9,67.0,6.33,Ammonium Nitrate,414.8,14.3,722.3,74.4,1491.8
Corn,2.76,70.3,25.8,114.7,5.22,Ammonium Nitrate,409.1,22.2,923.9,65.1,1446.3
Corn,2.39,32.8,42.6,50.8,5.27,Urea,414.0,16.9,737.6,90.0,1199.9
Wheat,1.67,55.8,30.5,47.8,6.41,None,0.0,27.4,746.5,90.0,281.7
Soybeans,2.5,81.1,32.2,95.7,5.47,Organic,97.6,23.3,905.6,81.7,95.7
Wheat,2.3,68.8,22.2,86.2,7.87,Urea,265.9,18.7,973.3,54.1,778.8
Corn,2.95,71.1,48.8,72.7,4.96,Urea,319.3,27.7,1278.4,82.2,1065.3
Vegetables,2.82,66.9,31.7,42.7,5.84,NPK_15-15-15,265.1,25.9,732.1,44.0,457.3
Vegetables,2.22,53.4,44.1,99.9,6.41,NPK_15-15-15,180.2,22.3,1040.9,81.8,398.0
Soybeans,1.48,62.7,17.1,63.6,6.14,None,0.0,17.0,1481.3,34.3,136.3
Vegetables,1.68,67.3,61.0,56.4,5.63,Urea,255.2,19.1,1050.2,61.2,852.8
Wheat,1.76,75.1,54.2,87.9,5.73,NPK_15-15-15,278.2,19.0,1257.5,79.5,551.8
Vegetables,1.95,84.8,6.4,64.6,5.71,Organic,243.7,27.4,632.8,69.6,328.8
Corn,2.41,70.5,23.0,41.7,6.2,Urea,301.4,14.8,597.9,47.3,927.2
Rice,2.77,49.3,42.2,65.8,7.77,Urea,360.0,23.3,794.2,67.0,1852.4
Corn,2.16,40.0,15.2,49.4,6.45,Ammonium Nitrate,319.0,22.2,831.5,69.6,1186.8
Corn,2.21,139.9,33.0,10.0,7.23,Ammonium Nitrate,322.7,28.9,1224.8,67.5,1318.6
Corn,2.31,46.8,41.4,47.4,6.75,Urea,409.9,24.7,594.6,60.1,1205.9
Wheat,1.79,62.0,32.2,54.4,7.18,NPK_15-15-15,153.3,26.3,819.0,75.3,406.3
Soybeans,1.46,87.9,43.1,41.9,4.5,None,0.0,20.8,1226.2,78.7,256.6
Wheat,0.8,84.0,24.6,76.5,6.19,Ammonium Nitrate,124.8,17.1,925.4,63.1,677.6
Corn,1.64,88.0,5.0,49.5,7.31,Urea,200.7,21.8,846.2,83.2,876.6
Soybeans,2.58,63.9,49.7,74.6,6.0,None,0.0,27.5,933.5,63.1,99.0
Wheat,1.64,81.0,49.6,40.3,7.63,Urea,132.9,27.5,455.4,59.1,620.0
Rice,2.01,76.5,72.6,83.2,7.44,Urea,217.8,21.3,449.7,81.3,1627.7
Wheat,2.57,67.2,5.0,39.5,6.07,NPK_15-15-15,227.7,19.0,294.1,80.8,336.7
Rice,2.62,81.1,46.3,18.2,6.05,Urea,367.3,18.0,922.3,57.6,1808.8
Rice,1.34,101.4,5.5,89.7,5.69,Urea,287.2,22.8,1171.6,55.8,1842.0
Vegetables,3.0,74.4,61.3,47.9,5.96,Ammonium Nitrate,277.2,24.2,1118.0,86.2,944.4
Rice,3.1,74.6,42.3,100.1,5.54,Urea,339.6,31.2,1250.3,63.8,1803.0
Wheat,1.3,101.7,20.7,76.3,6.7,Ammonium Nitrate,109.8,24.1,1359.0,65.0,646.5
Vegetables,1.54,99.0,46.7,80.8,5.38,Organic,238.1,26.7,900.6,62.0,332.3
Soybeans,3.15,114.6,26.7,85.9,6.82,Organic,20.2,19.4,827.4,80.9,48.4
Corn,2.08,31.1,39.5,67.3,6.84,Ammonium Nitrate,254.3,23.7,1366.6,90.0,1072.8
Corn,0.5,97.6,38.1,67.5,5.24,Urea,195.3,24.2,604.6,65.8,965.8
Corn,1.08,90.0,61.2,90.6,7.48,NPK_15-15-15,204.3,22.8,437.5,90.0,620.9
Wheat,2.0,52.9,62.2,67.2,6.76,NPK_15-15-15,273.5,23.4,731.4,58.3,515.9
Rice,1.27,81.3,26.0,50.4,6.92,None,0.0,24.2,690.5,61.6,1165.1
Corn,1.87,101.3,50.9,76.7,5.87,Organic,442.3,26.0,866.9,73.1,413.3
Vegetables,2.23,54.3,40.3,22.7,6.84,Organic,128.1,29.6,552.5,55.2,220.0
Wheat,3.37,86.1,13.8,91.4,7.19,Ammonium Nitrate,115.2,11.7,979.4,72.9,372.6
Corn,1.97,96.8,24.6,91.8,6.33,Ammonium Nitrate,323.0,29.3,650.8,58.8,1277.1
Wheat,3.06,48.2,70.0,89.0,7.8,Organic,293.9,14.6,1279.9,46.5,75.5
Wheat,3.34,71.4,40.4,88.2,6.43,Urea,216.5,25.1,431.9,44.1,592.6
Corn,3.35,82.5,50.0,63.3,7.2,Urea,327.6,35.7,801.2,61.1,1036.4
Rice,2.43,55.1,31.8,62.9,6.61,Ammonium Nitrate,424.2,23.3,732.8,70.0,2269.0
Soybeans,0.63,53.0,26.9,40.4,6.81,None,0.0,24.4,930.8,48.7,299.8
Wheat,2.57,71.6,35.4,100.0,5.23,Urea,169.0,21.9,1174.3,67.1,529.2
Wheat,3.04,95.0,31.0,55.3,6.66,NPK_15-15-15,236.8,27.0,943.2,67.2,324.5
Rice,2.14,91.1,12.6,71.8,5.89,Ammonium Nitrate,448.1,25.4,805.0,63.0,2472.3
Corn,3.6,53.5,20.0,70.1,5.81,Urea,319.1,20.0,1091.9,53.9,885.4
Corn,2.89,91.3,45.6,38.2,7.62,None,0.0,22.9,1145.1,67.9,256.1
Rice,2.65,54.1,29.3,30.1,6.25,NPK_15-15-15,344.6,17.7,944.2,63.3,1422.2
Corn,3.07,34.7,35.4,65.1,5.7,Urea,246.6,22.9,985.7,76.8,754.1
Corn,2.47,65.8,38.5,55.9,6.15,Urea,305.5,21.3,1076.3,49.5,951.6
Soybeans,0.5,103.1,39.7,63.2,5.49,Organic,90.2,24.2,274.6,66.4,305.9
Vegetables,1.8,91.4,52.2,86.3,7.4,Ammonium Nitrate,162.1,19.8,727.2,49.7,676.9
Soybeans,3.16,75.0,18.5,69.5,5.91,NPK_15-15-15,73.5,22.4,981.7,62.2,128.7
Vegetables,1.55,64.6,43.6,80.2,6.77,None,0.0,23.5,747.9,51.9,270.0
Corn,2.02,65.3,46.3,73.9,7.35,NPK_15-15-15,375.3,23.9,749.1,54.0,667.9
Vegetables,1.36,77.7,49.8,58.7,6.05,Urea,186.8,24.9,981.2,65.0,834.7
Corn,3.63,48.3,13.8,45.0,6.77,NPK_15-15-15,356.3,22.6,989.2,58.2,557.6
Vegetables,3.55,66.3,38.8,70.3,5.68,Ammonium Nitrate,216.6,19.4,1013.5,82.6,733.5
Vegetables,1.49,69.6,60.7,66.7,8.11,Urea,230.2,23.9,572.7,79.1,833.2
Soybeans,2.32,41.2,33.5,83.3,7.06,None,0.0,22.6,353.8,74.7,87.6
Vegetables,1.66,54.0,42.3,62.0,6.27,Urea,253.5,28.8,1131.5,74.4,925.9
Wheat,2.69,85.3,46.7,59.1,5.86,Urea,298.1,29.5,590.2,66.6,911.3
Rice,2.61,75.2,19.6,60.4,6.32,Urea,335.2,16.4,566.0,80.7,1838.6
Rice,2.85,67.3,62.5,46.6,6.16,Urea,414.7,26.7,534.4,61.5,1942.2
Wheat,2.47,52.2,42.5,93.9,7.77,Urea,185.9,27.8,1252.9,90.0,720.4
Corn,4.55,114.4,42.8,87.8,5.54,Urea,395.8,16.5,924.2,53.7,975.0
Wheat,1.38,54.1,10.1,40.7,6.49,Ammonium Nitrate,137.3,26.5,969.9,51.5,612.0
Vegetables,0.83,81.3,46.9,81.1,6.39,Organic,304.3,28.2,1091.3,48.3,467.4
Corn,1.89,62.8,42.6,28.1,6.32,Urea,282.3,18.6,835.2,50.3,976.3
Soybeans,0.95,75.9,59.4,84.7,6.32,Organic,65.1,22.3,1204.4,45.4,235.9
Vegetables,1.01,86.4,30.3,51.1,6.32,NPK_15-15-15,168.9,24.5,431.1,67.6,496.8
Vegetables,1.4,40.7,20.2,72.2,7.01,Organic,153.4,26.5,470.0,75.2,449.3
Vegetables,1.46,74.8,24.8,26.4,6.83,NPK_15-15-15,170.9,18.4,450.7,65.4,523.0
Wheat,1.44,104.8,27.4,41.0,6.69,Organic,265.7,29.5,997.6,48.4,340.0
Vegetables,2.61,119.0,18.2,74.4,4.5,Organic,101.2,12.9,1027.2,59.4,159.9
Soybeans,1.8,71.7,54.4,51.0,6.61,Organic,23.0,30.4,684.6,75.1,168.6
Corn,2.06,76.0,54.9,48.2,5.24,None,0.0,26.4,768.6,60.9,393.6
Wheat,2.92,130.3,32.1,92.9,6.85,Ammonium Nitrate,212.9,20.3,1293.8,55.4,794.4
Soybeans,1.59,103.4,29.1,109.2,7.43,Organic,53.7,28.0,606.9,46.8,172.5
Corn,1.99,59.6,7.8,83.7,5.75,Ammonium Nitrate,331.7,18.1,953.4,59.9,1241.1
Wheat,2.49,59.5,45.4,43.2,6.22,Ammonium Nitrate,194.5,24.1,610.0,56.6,747.4
Wheat,0.65,98.9,59.8,100.3,5.98,NPK_15-15-15,279.9,24.7,1233.6,64.0,695.4
Corn,0.5,49.7,25.4,33.8,7.26,Urea,209.0,24.7,1069.9,70.7,978.2
Wheat,2.48,102.2,33.2,58.9,6.47,NPK_15-15-15,175.5,19.1,360.4,61.6,325.7
Soybeans,2.59,83.4,41.5,66.1,7.61,NPK_15-15-15,17.9,20.9,758.7,67.2,112.0
Wheat,3.85,87.9,60.9,103.5,6.69,Ammonium Nitrate,169.5,24.2,200.0,70.7,435.0
Corn,2.33,68.6,38.0,83.3,6.57,Ammonium Nitrate,438.8,19.7,1165.2,50.2,1556.6
Corn,2.86,59.3,37.9,55.7,6.45,NPK_15-15-15,394.9,24.9,1566.6,87.6,688.4
Rice,2.04,111.5,37.7,46.1,6.97,Urea,247.5,20.3,200.0,56.1,1672.8
Vegetables,2.44,68.8,13.6,85.0,5.18,Ammonium Nitrate,342.1,28.7,350.5,71.2,1209.0
Corn,3.53,64.7,13.3,54.3,6.46,Ammonium Nitrate,185.2,31.6,908.6,51.4,703.6
Wheat,0.5,73.0,22.9,69.3,6.35,Ammonium Nitrate,152.7,22.0,843.5,66.3,714.7
Corn,2.53,79.8,50.2,37.6,6.91,Ammonium Nitrate,228.2,28.3,706.2,66.8,958.1
Rice,3.91,49.2,30.0,76.4,6.27,Urea,247.0,22.4,241.8,84.9,1482.1
Soybeans,2.43,60.9,27.1,74.8,5.67,NPK_15-15-15,71.7,18.6,963.2,62.2,136.9
Soybeans,3.52,59.5,26.8,40.2,6.41,Organic,29.1,21.3,1160.6,80.6,-53.1
Corn,1.7,96.1,32.9,85.6,5.64,Ammonium Nitrate,199.3,23.9,1846.4,68.5,953.8
Rice,2.17,52.9,60.5,76.1,5.05,NPK_15-15-15,194.2,14.2,1307.6,87.2,1347.7
Corn,2.23,31.1,32.7,79.8,6.91,Urea,256.2,26.8,395.4,43.6,786.7
Wheat,0.5,25.8,23.2,57.4,6.81,Ammonium Nitrate,290.6,23.9,845.8,70.8,1214.5
Wheat,1.27,38.2,35.4,68.6,6.73,Urea,156.3,28.7,1057.2,32.9,639.9
Corn,1.32,109.0,61.3,66.3,7.31,Urea,285.8,26.7,609.1,64.3,1064.1
Rice,2.86,75.4,27.5,62.0,5.93,Urea,191.3,24.1,1123.0,77.3,1545.2
Rice,2.9,87.5,17.3,68.4,5.4,NPK_15-15-15,165.8,21.6,1096.2,82.3,1288.3
Vegetables,2.46,88.4,27.5,90.1,6.35,Organic,150.6,31.4,1283.1,73.9,307.5
Vegetables,2.86,76.4,36.9,86.5,6.16,Urea,298.8,34.8,1130.8,61.5,932.1
Corn,2.07,73.1,45.3,41.4,5.81,Ammonium Nitrate,270.3,21.7,949.8,71.5,1115.2
Soybeans,3.16,101.1,50.1,84.7,6.34,Ammonium Nitrate,36.1,28.9,626.7,90.0,202.8
Rice,2.21,78.6,19.3,88.8,5.97,Urea,429.8,19.8,397.4,65.9,2048.4
Rice,2.25,110.0,20.7,62.0,5.11,Ammonium Nitrate,439.2,20.4,926.7,76.5,2430.7
Soybeans,1.99,90.5,30.2,75.2,6.09,Organic,55.6,21.5,708.7,59.8,203.5
Vegetables,2.75,59.6,45.3,74.9,5.6,Ammonium Nitrate,302.1,27.1,742.5,77.8,1098.2
Vegetables,1.86,62.6,16.1,48.0,6.56,Urea,273.9,17.9,1242.6,75.9,904.7
Wheat,2.98,56.8,25.9,57.4,5.94,Ammonium Nitrate,215.7,31.6,1329.1,57.7,762.2
Rice,1.29,105.4,26.1,80.0,7.18,Ammonium Nitrate,363.2,28.4,417.6,74.3,2233.1
Soybeans,1.32,64.9,49.1,55.1,7.52,NPK_15-15-15,53.1,26.9,776.3,74.9,321.8
Rice,2.75,55.0,42.9,84.5,6.88,Urea,234.7,22.0,698.4,73.9,1575.5
Wheat,2.13,83.0,48.6,91.1,5.31,Ammonium Nitrate,290.4,27.8,960.2,64.5,1067.9
Rice,1.84,72.6,55.1,87.9,7.45,Organic,233.6,10.0,200.0,79.7,1161.3
Wheat,2.91,82.4,30.4,104.6,7.5,NPK_15-15-15,275.4,25.8,338.7,53.8,379.2
Corn,1.71,122.2,17.2,63.2,6.41,Urea,341.7,24.3,808.9,65.1,1145.8
Corn,2.04,97.8,17.3,68.5,7.33,NPK_15-15-15,319.0,13.7,1125.1,66.3,629.4
Vegetables,3.32,75.7,7.4,71.4,6.01,NPK_15-15-15,262.7,25.6,876.4,79.1,431.4
Corn,3.43,39.8,28.1,63.8,5.09,Urea,223.7,26.6,1085.0,53.4,667.4
Wheat,3.46,62.5,29.2,75.8,5.87,NPK_15-15-15,108.4,13.9,919.1,67.9,143.4
Corn,1.97,92.8,46.8,30.8,7.61,NPK_15-15-15,258.4,17.3,1296.7,59.1,580.3
Corn,3.18,45.7,35.3,69.1,5.36,Urea,326.7,34.2,1370.1,66.3,994.5
Corn,1.44,128.5,27.6,37.5,6.4,NPK_15-15-15,418.6,22.5,583.8,69.7,809.4
Corn,1.47,75.4,33.3,45.7,6.42,NPK_15-15-15,334.5,28.6,1159.3,49.7,733.2
Vegetables,0.5,76.2,19.4,79.7,6.04,NPK_15-15-15,231.6,29.4,1027.8,80.2,702.8
Rice,3.54,58.3,50.4,61.0,6.09,Urea,223.5,25.5,1726.6,70.1,1509.1
Vegetables,1.51,87.4,23.2,79.0,6.45,NPK_15-15-15,179.9,28.8,570.8,54.7,418.5
Wheat,2.1,46.0,17.9,60.6,6.01,Urea,110.2,12.5,809.1,60.9,428.1
Rice,1.47,129.1,47.3,87.1,5.4,Urea,172.4,22.3,488.7,82.9,1600.1
Wheat,2.76,107.9,43.6,60.2,6.55,Urea,195.0,10.0,509.5,70.0,534.3
Wheat,1.9,99.6,9.1,25.9,7.15,Urea,115.9,14.4,984.9,53.4,457.0
Soybeans,1.16,40.2,47.8,69.5,7.01,Organic,44.8,20.7,921.9,55.6,252.7
Rice,2.55,80.1,23.9,21.6,5.83,Organic,188.4,20.0,1039.5,72.5,1068.9
Rice,1.05,105.2,29.4,35.9,5.52,Ammonium Nitrate,245.9,23.7,1031.9,73.9,1910.8
Vegetables,1.53,89.8,37.8,47.3,6.2,Ammonium Nitrate,198.3,23.4,767.5,69.4,902.3
Vegetables,0.51,49.9,43.8,44.8,7.5,NPK_15-15-15,190.9,24.2,765.1,61.5,700.3
Vegetables,1.06,58.7,41.7,54.1,6.85,Organic,309.8,24.4,510.2,74.7,453.5
Rice,2.34,63.7,34.3,44.2,6.89,Urea,200.4,25.2,604.6,61.3,1552.4
Soybeans,0.63,59.9,28.6,36.9,7.02,Organic,32.0,18.5,830.1,54.7,334.8
Wheat,1.02,113.2,41.2,95.8,6.69,NPK_15-15-15,299.4,19.7,919.0,84.0,658.4
Wheat,2.2,27.0,33.2,51.4,6.48,Urea,252.5,23.3,1098.8,70.9,763.4
Corn,1.77,91.4,62.1,20.4,6.86,Ammonium Nitrate,354.0,23.4,1063.1,55.6,1361.3
Wheat,3.79,42.7,43.8,57.8,6.02,Urea,119.4,17.9,1395.0,66.6,210.7
Corn,3.67,51.0,21.1,42.5,5.41,Ammonium Nitrate,345.6,29.1,509.6,65.3,1188.9
Rice,1.51,24.8,27.8,47.3,6.91,None,0.0,27.3,768.6,60.8,1158.0
Vegetables,2.65,61.3,35.7,79.2,7.27,NPK_15-15-15,210.9,19.0,540.1,67.8,372.6
Corn,2.8,112.8,54.5,56.0,5.62,None,0.0,22.4,1297.1,53.9,244.3
Corn,1.72,81.6,56.2,41.9,6.98,Urea,223.9,33.9,674.1,75.5,865.9
Corn,1.0,45.0,29.1,73.9,7.58,Ammonium Nitrate,251.9,24.3,1254.3,64.9,1185.9
Vegetables,2.19,100.4,21.0,88.0,6.4,Organic,207.0,25.6,1358.5,45.7,273.6
Wheat,2.06,105.8,19.1,75.7,5.83,Urea,128.3,20.3,994.7,62.3,489.8
Rice,1.85,77.6,38.8,15.9,6.49,Ammonium Nitrate,259.8,21.9,952.6,57.6,1841.4
Soybeans,2.55,125.9,69.6,42.7,6.01,Organic,61.2,31.4,863.5,30.0,81.7
Soybeans,1.6,95.5,43.1,65.9,5.97,NPK_15-15-15,14.5,24.1,739.0,63.1,174.2
Rice,1.28,92.1,11.1,60.1,6.7,NPK_15-15-15,151.6,23.1,696.9,77.4,1412.9
Wheat,2.29,54.9,24.1,58.5,5.28,Organic,136.6,23.5,798.4,63.7,226.2
Soybeans,2.51,90.7,25.6,45.3,5.39,Organic,21.1,36.7,1488.5,73.5,145.0
Wheat,1.26,80.4,22.7,36.9,6.41,Urea,267.0,23.7,485.4,65.1,907.5
Corn,2.94,88.0,29.2,105.2,6.38,Ammonium Nitrate,264.1,19.2,921.6,59.5,970.2
Vegetables,0.78,57.9,40.5,65.5,6.64,NPK_15-15-15,153.2,20.1,1099.0,56.2,553.2
Wheat,1.74,78.2,45.2,77.8,7.71,Ammonium Nitrate,246.2,27.6,750.5,49.6,955.6
Rice,1.99,54.6,51.4,65.1,6.47,Urea,249.7,16.1,995.6,76.1,1717.2
Rice,1.69,21.3,42.9,65.9,6.82,NPK_15-15-15,371.2,25.8,323.4,73.8,1488.5
Corn,1.75,100.0,5.7,63.8,5.72,Urea,283.2,19.7,1313.8,61.7,1010.9
Corn,3.7,37.4,19.1,42.6,6.94,NPK_15-15-15,379.9,13.8,1245.9,40.7,436.2
Soybeans,1.52,77.7,32.6,34.7,6.03,NPK_15-15-15,38.6,18.4,815.6,70.7,234.2
Corn,4.15,83.3,37.2,72.7,6.45,None,0.0,23.6,542.1,54.1,42.0
Rice,2.55,83.2,47.9,68.8,6.32,Ammonium Nitrate,365.8,30.8,1127.5,66.7,2122.6
Wheat,2.27,67.9,35.6,83.8,7.12,Urea,266.5,28.2,448.2,46.5,772.5
Corn,2.58,81.8,35.8,79.7,5.48,Ammonium Nitrate,227.4,22.0,498.4,66.1,942.3
Vegetables,4.22,86.8,38.6,48.8,4.8,NPK_15-15-15,120.8,28.6,831.2,63.4,204.4
Corn,1.41,93.4,31.2,87.7,6.25,NPK_15-15-15,381.1,21.6,1381.3,36.1,735.5
Rice,1.3,118.3,36.3,80.3,6.73,Ammonium Nitrate,285.6,15.9,1074.2,84.4,2035.7
Rice,1.6,80.9,51.9,78.8,6.51,Ammonium Nitrate,161.2,23.6,623.6,61.1,1615.8
Corn,2.23,76.6,33.7,110.0,7.26,Urea,214.7,15.7,261.3,61.9,695.7
Corn,0.82,52.3,34.5,105.9,6.71,Urea,439.8,27.6,864.5,71.4,1546.9
Soybeans,2.22,85.9,34.5,78.8,6.01,NPK_15-15-15,48.4,27.7,938.0,64.4,133.4
Vegetables,3.55,91.7,54.5,76.3,4.77,Organic,203.4,18.9,824.5,69.4,58.2
Corn,2.32,70.2,18.4,86.6,6.23,Ammonium Nitrate,225.6,24.3,1482.2,51.3,919.9
Wheat,1.97,88.6,61.6,53.3,7.12,Urea,201.2,24.2,803.8,63.3,614.0
Soybeans,1.71,67.7,17.4,53.6,6.13,Organic,3.8,28.0,200.0,42.1,145.2
Soybeans,2.92,91.8,25.2,78.5,6.42,Organic,81.5,17.0,707.5,62.1,47.9
Rice,1.54,97.8,46.2,47.9,6.69,Urea,155.6,26.6,1009.1,82.3,1509.6
Rice,3.68,97.5,50.5,76.9,5.69,Urea,356.1,16.7,985.4,46.9,1682.4
Rice,3.75,77.9,13.9,68.1,6.84,NPK_15-15-15,164.6,27.5,788.2,60.8,1063.9
Soybeans,2.41,49.0,18.6,47.9,7.55,None,0.0,29.0,730.2,39.5,72.8
Soybeans,2.19,59.7,39.2,65.5,6.28,Organic,51.8,20.0,200.0,65.1,78.9
Corn,3.02,89.9,70.2,91.1,5.61,Urea,280.4,29.8,880.0,70.6,938.5
Rice,3.08,136.2,53.7,66.6,6.35,Organic,423.5,15.3,731.5,69.6,1055.4
Vegetables,1.56,66.5,31.3,66.7,4.84,NPK_15-15-15,244.7,29.2,937.2,57.8,613.7
Soybeans,1.78,86.4,5.0,71.6,6.64,NPK_15-15-15,95.3,31.0,1022.0,39.3,254.5
Vegetables,1.14,61.1,36.2,74.2,6.72,Organic,195.6,25.3,1284.4,50.1,398.7
Soybeans,2.53,50.7,40.4,58.4,7.57,None,0.0,22.5,515.6,80.1,79.7
Rice,2.73,58.1,29.3,72.0,6.26,Urea,214.0,25.1,397.1,75.5,1504.9
Wheat,1.12,22.9,22.2,44.0,6.69,NPK_15-15-15,211.9,20.4,649.1,63.9,506.3
